orf	ec	mnxr	n_ec	n_mnxr
ECDH10B_3402	4.1.3.3	MNXR104634;MNXR111364;MNXR113772;MNXR133420;MNXR135091;MNXR135124;MNXR143937;MNXR150309;MNXR152772;MNXR152788;MNXR152789;MNXR166264;MNXR173256;MNXR175250;MNXR190119;MNXR192579;MNXR196505;MNXR197720;MNXR197767;MNXR197808;MNXR197810;MNXR198978;MNXR199361	1	23
ECDH10B_3411	3.4.21.107	MNXR183533;MNXR198756	1	2
ECDH10B_3412	3.4.21.107	MNXR183533;MNXR198756	1	2
ECDH10B_3413	1.1.1.37	MNXR101439;MNXR101444;MNXR107859;MNXR110837;MNXR129395;MNXR129401;MNXR129407;MNXR129412;MNXR129599;MNXR133959;MNXR144304;MNXR172850;MNXR191188;MNXR94842	1	14
ECDH10B_3424	3.6.1.9	MNXR106363;MNXR114405;MNXR116099;MNXR123110;MNXR129720;MNXR130383;MNXR132688;MNXR134069;MNXR145755;MNXR145803;MNXR145805;MNXR145807;MNXR147360;MNXR152256;MNXR152257;MNXR152881;MNXR152882;MNXR166314;MNXR168550;MNXR175613;MNXR188497;MNXR188541;MNXR188543;MNXR188545;MNXR188547;MNXR188549;MNXR188613;MNXR190936;MNXR190946;MNXR196284;MNXR198816;MNXR96129;MNXR96340;MNXR97173;MNXR97203;MNXR97809;MNXR97822	1	37
ECDH10B_3429	1.3.1.84	MNXR188621	1	1
ECDH10B_3431	6.3.4.14	MNXR106966;MNXR115738;MNXR133671;MNXR153112;MNXR153113;MNXR153114;MNXR165601;MNXR175332;MNXR178119;MNXR179992;MNXR186756	1	11
ECDH10B_3437	2.1.1.72	MNXR147936;MNXR147937;MNXR147938;MNXR165712;MNXR174019	1	5
ECDH10B_3456	1.1.1.25	MNXR104378;MNXR134314;MNXR183830;MNXR196655	1	4
ECDH10B_3457	2.7.7.87	MNXR113802	1	1
ECDH10B_3461	3.5.1.88	MNXR131195;MNXR131196;MNXR131420;MNXR131421;MNXR131422;MNXR131979;MNXR131980;MNXR131981;MNXR131982;MNXR131983;MNXR131984;MNXR131985;MNXR131986;MNXR131987;MNXR131988;MNXR131989;MNXR131990;MNXR131991;MNXR131992;MNXR131993;MNXR131994;MNXR132124;MNXR148623;MNXR149260;MNXR149261;MNXR149262;MNXR153586;MNXR166349	1	28
ECDH10B_3462	2.1.2.9	MNXR116055;MNXR130253;MNXR132705;MNXR144588;MNXR153587;MNXR153588;MNXR166347;MNXR175570;MNXR187195;MNXR200575	1	10
ECDH10B_3463	2.1.1.176	MNXR117031;MNXR168216	1	2
ECDH10B_3470	2.7.7.6	MNXR135052;MNXR135057;MNXR135058;MNXR135059;MNXR135060;MNXR166137;MNXR175413	1	7
ECDH10B_3501	7.4.2.8	MNXR115578;MNXR200701;MNXR200704;MNXR200743	1	4
ECDH10B_3510	3.4.23.43	MNXR115528;MNXR174478;MNXR187922	1	3
ECDH10B_3511	1.16.3.1	MNXR107465;MNXR131082;MNXR131083;MNXR96948;MNXR99561;MNXR99580	1	6
ECDH10B_3514	3.6.5.3	MNXR188537	1	1
ECDH10B_3522	5.2.1.8	MNXR131225;MNXR148629;MNXR195148	1	3
ECDH10B_3524	5.2.1.8	MNXR131225;MNXR148629;MNXR195148	1	3
ECDH10B_3527	1.6.5.2	MNXR101871;MNXR101872;MNXR101876;MNXR101891;MNXR101893;MNXR104922;MNXR104923;MNXR108322;MNXR108448;MNXR109419;MNXR110590;MNXR111019;MNXR111020;MNXR114364;MNXR116079;MNXR116093;MNXR117479;MNXR129914;MNXR130303;MNXR132869;MNXR133773;MNXR134078;MNXR135020;MNXR136518;MNXR143496;MNXR144432;MNXR144731;MNXR144762;MNXR145759;MNXR145766;MNXR168816;MNXR168817;MNXR172482;MNXR172827;MNXR172829;MNXR173518;MNXR175606;MNXR182018;MNXR182019;MNXR182020;MNXR182021;MNXR182022;MNXR182023;MNXR182024;MNXR182025;MNXR182026;MNXR182027;MNXR182028;MNXR182029;MNXR182030;MNXR182031;MNXR182032;MNXR182033;MNXR182034;MNXR182035;MNXR182036;MNXR182037;MNXR182038;MNXR182039;MNXR182040;MNXR182041;MNXR182042;MNXR182043;MNXR182044;MNXR182045;MNXR182046;MNXR182047;MNXR182048;MNXR182049;MNXR182050;MNXR182051;MNXR182052;MNXR182053;MNXR182054;MNXR182055;MNXR182056;MNXR182057;MNXR182058;MNXR182059;MNXR182060;MNXR182061;MNXR182062;MNXR182063;MNXR182064;MNXR182065;MNXR182066;MNXR182067;MNXR182068;MNXR182069;MNXR182070;MNXR182071;MNXR182072;MNXR182073;MNXR182074;MNXR182075;MNXR182076;MNXR182077;MNXR182078;MNXR182079;MNXR182080;MNXR182081;MNXR182082;MNXR182083;MNXR182084;MNXR182085;MNXR182086;MNXR182087;MNXR182418;MNXR182419;MNXR187559;MNXR193930;MNXR193949;MNXR194838;MNXR194839;MNXR194840;MNXR195032;MNXR195033	1	117
ECDH10B_3531	2.7.1.19	MNXR180398;MNXR191165;MNXR191166	1	3
ECDH10B_3535	2.6.1.11;2.6.1.17	MNXR102220;MNXR104301;MNXR180478;MNXR180482;MNXR95388	2	5
ECDH10B_3536	2.6.1.85	MNXR100030;MNXR102311;MNXR112446;MNXR187421;MNXR194861;MNXR95440	1	6
ECDH10B_3537	2.7.7.108	MNXR170254;MNXR170255;MNXR171047;MNXR193918;MNXR193927;MNXR199921;MNXR199922	1	7
ECDH10B_3539	5.2.1.8	MNXR131225;MNXR148629;MNXR195148	1	3
ECDH10B_3541	1.7.1.15	MNXR145811	1	1
ECDH10B_3542	1.7.1.15	MNXR145811	1	1
ECDH10B_3544	1.3.1.76;2.1.1.107;4.99.1.4	MNXR110922;MNXR146426;MNXR146432;MNXR146433;MNXR146713;MNXR148470;MNXR148471;MNXR197769;MNXR197770;MNXR197771;MNXR197786;MNXR197787;MNXR197788;MNXR197789;MNXR197987;MNXR197988	3	16
ECDH10B_3548	5.1.3.41	MNXR99654	1	1
ECDH10B_3549	2.7.1.218	MNXR111703	1	1
ECDH10B_3559	6.1.1.2	MNXR124075;MNXR132236;MNXR146601;MNXR146602;MNXR146603;MNXR146604;MNXR166322;MNXR186897;MNXR200401	1	9
ECDH10B_3560	3.1.3.18	MNXR102543	1	1
ECDH10B_3561	5.1.3.1	MNXR104083;MNXR105224;MNXR199487	1	3
ECDH10B_3562	2.1.1.72	MNXR147936;MNXR147937;MNXR147938;MNXR165712;MNXR174019	1	5
ECDH10B_3564	4.2.3.4	MNXR153354;MNXR195280;MNXR195281	1	3
ECDH10B_3565	2.7.1.71	MNXR104379	1	1
ECDH10B_3571	2.4.99.28;3.4.16.4	MNXR115453;MNXR120266;MNXR120273;MNXR129629;MNXR129641;MNXR129668;MNXR131538;MNXR131672;MNXR132042;MNXR132044;MNXR133867;MNXR141472;MNXR141599;MNXR144340;MNXR145562;MNXR145563;MNXR150441;MNXR152192;MNXR152193;MNXR152194;MNXR152195;MNXR152196;MNXR152197;MNXR152198;MNXR152199;MNXR166295;MNXR175900;MNXR175978;MNXR175997;MNXR184265;MNXR186459;MNXR196580;MNXR196600;MNXR199405;MNXR199411	2	35
ECDH10B_3574	3.1.3.5	MNXR102028;MNXR102031;MNXR102033;MNXR102035;MNXR102036;MNXR105353;MNXR115623;MNXR123110;MNXR129775;MNXR129801;MNXR130363;MNXR130364;MNXR130365;MNXR145771;MNXR145799;MNXR149856;MNXR149858;MNXR149859;MNXR175227;MNXR188143;MNXR188509;MNXR188523;MNXR188525;MNXR188527;MNXR188529;MNXR188531;MNXR188533	1	27
ECDH10B_3578	4.1.1.49	MNXR103099;MNXR133522;MNXR133523;MNXR188627;MNXR189929;MNXR195059	1	6
ECDH10B_3579	2.7.13.3	MNXR115210;MNXR172198;MNXR174200;MNXR194965;MNXR195082	1	5
ECDH10B_3587	3.1.1.85	MNXR146084;MNXR146085;MNXR146086;MNXR168205;MNXR173808	1	5
ECDH10B_3591	2.4.1.25	MNXR105467;MNXR106337;MNXR117067;MNXR117468;MNXR121563;MNXR122592;MNXR130598;MNXR130599;MNXR130600;MNXR130601;MNXR130602;MNXR135407;MNXR144123;MNXR152971;MNXR173430;MNXR173431;MNXR173457;MNXR176306;MNXR176401;MNXR176734;MNXR180003;MNXR183627;MNXR185422;MNXR186444;MNXR187724;MNXR192509	1	26
ECDH10B_3592	2.4.1.1	MNXR115951;MNXR123211;MNXR132767;MNXR133550;MNXR133551;MNXR135119;MNXR136341;MNXR145037;MNXR145038;MNXR145039;MNXR145632;MNXR145633;MNXR145634;MNXR145635;MNXR145636;MNXR145637;MNXR145638;MNXR145639;MNXR145640;MNXR145641;MNXR145642;MNXR147516;MNXR147517;MNXR151508;MNXR151509;MNXR168046;MNXR173450;MNXR173477;MNXR175494;MNXR177377;MNXR178163;MNXR178237	1	32
ECDH10B_3594	6.5.1.4	MNXR116260;MNXR148630;MNXR148631;MNXR166311;MNXR175727	1	5
ECDH10B_3595	6.5.1.8	MNXR121249;MNXR121252;MNXR121286;MNXR123322;MNXR184710;MNXR201042;MNXR201043	1	7
ECDH10B_3598	3.4.21.105	MNXR174436;MNXR196475;MNXR196476	1	3
ECDH10B_3599	2.8.1.1	MNXR151669;MNXR151670;MNXR170613;MNXR195009	1	4
ECDH10B_3600	1.1.5.3	MNXR106713;MNXR119581;MNXR123236;MNXR132716;MNXR137892;MNXR143653;MNXR143954;MNXR144907;MNXR157500;MNXR165992;MNXR166561;MNXR166577;MNXR178360;MNXR182362;MNXR182363;MNXR182425;MNXR182426;MNXR182670;MNXR182683;MNXR192664;MNXR193107;MNXR99876;MNXR99880;MNXR99882	1	24
ECDH10B_3602	2.4.1.1	MNXR115951;MNXR123211;MNXR132767;MNXR133550;MNXR133551;MNXR135119;MNXR136341;MNXR145037;MNXR145038;MNXR145039;MNXR145632;MNXR145633;MNXR145634;MNXR145635;MNXR145636;MNXR145637;MNXR145638;MNXR145639;MNXR145640;MNXR145641;MNXR145642;MNXR147516;MNXR147517;MNXR151508;MNXR151509;MNXR168046;MNXR173450;MNXR173477;MNXR175494;MNXR177377;MNXR178163;MNXR178237	1	32
ECDH10B_3603	2.4.1.21	MNXR132476;MNXR135166;MNXR135832;MNXR145046;MNXR165934;MNXR173449	1	6
ECDH10B_3604	2.7.7.27	MNXR145050;MNXR145051;MNXR180406	1	3
ECDH10B_3605	3.2.1.196	MNXR123210	1	1
ECDH10B_3606	2.4.1.18	MNXR115941;MNXR118644;MNXR121995;MNXR135131;MNXR136010;MNXR137662;MNXR145021;MNXR145022;MNXR147514;MNXR147515;MNXR164076;MNXR173478;MNXR175492;MNXR176981;MNXR176988;MNXR178154;MNXR178262;MNXR179702	1	18
ECDH10B_3607	1.2.1.11	MNXR172752;MNXR173021;MNXR180458;MNXR96039	1	4
ECDH10B_3610	2.7.1.12	MNXR100390	1	1
ECDH10B_3612	1.13.11.24	MNXR146196;MNXR146197	1	2
ECDH10B_3615	2.3.1.53	MNXR106647	1	1
ECDH10B_3621	2.3.2.2;3.4.19.13	MNXR100134;MNXR100136;MNXR105361;MNXR105362;MNXR108560;MNXR118239;MNXR121401;MNXR121865;MNXR122662;MNXR123721;MNXR129696;MNXR129702;MNXR130697;MNXR130942;MNXR130943;MNXR130944;MNXR133157;MNXR133158;MNXR135277;MNXR145135;MNXR147200;MNXR147201;MNXR147393;MNXR147394;MNXR148421;MNXR148422;MNXR148455;MNXR148456;MNXR148572;MNXR148573;MNXR148574;MNXR149040;MNXR149041;MNXR164379;MNXR164381;MNXR166306;MNXR172952;MNXR175463;MNXR176916;MNXR177933;MNXR179987;MNXR183696;MNXR185606;MNXR185850;MNXR186998;MNXR187229;MNXR187292;MNXR187886;MNXR193881;MNXR199708;MNXR199710;MNXR199712	2	52
ECDH10B_3623	3.1.4.46	MNXR100410;MNXR100413;MNXR131699;MNXR131700;MNXR145114;MNXR145115;MNXR145116;MNXR145117;MNXR145118;MNXR147082;MNXR147083;MNXR147084;MNXR164905;MNXR165572;MNXR168670;MNXR175498;MNXR189644	1	17
ECDH10B_3624	7.6.2.10	MNXR100320;MNXR124058	1	2
ECDH10B_3638	3.6.5.4	MNXR188537	1	1
ECDH10B_3639	2.1.1.171	MNXR110920;MNXR123305;MNXR166283	1	3
ECDH10B_3643	7.2.2.12;7.2.2.21	MNXR105277;MNXR96495	2	2
ECDH10B_3649	2.7.8.7	MNXR115861;MNXR116452;MNXR116633;MNXR119687;MNXR120358;MNXR129772;MNXR147384;MNXR147385;MNXR147386;MNXR152858;MNXR152859;MNXR164349;MNXR164361;MNXR165507;MNXR183664	1	15
ECDH10B_3653	7.2.2.11		1	0
ECDH10B_3654	7.2.2.11		1	0
ECDH10B_3673	2.1.1.242	MNXR123334;MNXR168297	1	2
ECDH10B_3674	3.4.24.70	MNXR115498;MNXR174457;MNXR184481	1	3
ECDH10B_3675	2.1.1.266	MNXR123356;MNXR168392;MNXR184700	1	3
ECDH10B_3676	1.8.1.7	MNXR100097;MNXR100098;MNXR184220	1	3
ECDH10B_3679	1.20.4.1	MNXR149306;MNXR149307;MNXR151342;MNXR151343;MNXR153048;MNXR153050;MNXR153053;MNXR166184;MNXR177591	1	9
ECDH10B_3694	4.1.1.15	MNXR101032;MNXR94978;MNXR95942;MNXR96077	1	4
ECDH10B_3696	3.2.1.28	MNXR124067;MNXR135462;MNXR142620;MNXR192384;MNXR192385	1	5
ECDH10B_3702	3.1.4.52	MNXR150480	1	1
ECDH10B_3703	2.7.1.45	MNXR138209;MNXR173220	1	2
ECDH10B_3708	3.2.1.4	MNXR114606;MNXR121612;MNXR129885;MNXR131735;MNXR132241;MNXR132242;MNXR132445;MNXR135193;MNXR173319;MNXR173320;MNXR173480;MNXR176741;MNXR182526;MNXR184260	1	14
ECDH10B_3710	2.4.1.12	MNXR144569;MNXR166058;MNXR173444	1	3
ECDH10B_3719	7.4.2.9	MNXR151157	1	1
ECDH10B_3720	7.4.2.9	MNXR151157	1	1
ECDH10B_3725	2.7.8.42	MNXR114502;MNXR114503;MNXR119992;MNXR123181;MNXR166366;MNXR168962;MNXR177664;MNXR199386	1	8
ECDH10B_3728	3.2.2.20	MNXR123215;MNXR174397;MNXR177683;MNXR187448	1	4
ECDH10B_3732	1.1.1.215;1.1.1.79;1.1.1.81	MNXR100325;MNXR100331;MNXR100332;MNXR100336;MNXR101008;MNXR112371;MNXR115974;MNXR173600;MNXR173601;MNXR199901;MNXR94784;MNXR94788;MNXR97491	3	13
ECDH10B_3739	6.1.1.14	MNXR115938;MNXR145096;MNXR145097;MNXR145098;MNXR165773;MNXR173042;MNXR187016	1	7
ECDH10B_3745	2.7.1.17	MNXR197793;MNXR197794	1	2
ECDH10B_3746	5.3.1.5	MNXR146753;MNXR146754;MNXR153009;MNXR173094;MNXR173196;MNXR181997;MNXR191842;MNXR192049;MNXR196501;MNXR197322;MNXR197323;MNXR197324;MNXR197325;MNXR197326;MNXR197327;MNXR197790;MNXR197791;MNXR197792;MNXR197816;MNXR198292;MNXR199500;MNXR199501	1	22
ECDH10B_3748	7.5.2.10	MNXR115654	1	1
ECDH10B_3752	3.2.1.1	MNXR114560;MNXR131466;MNXR131467;MNXR131468;MNXR131469;MNXR131470;MNXR131471;MNXR131472;MNXR132444;MNXR133038;MNXR133751;MNXR135129;MNXR139962;MNXR152718;MNXR152719;MNXR174305;MNXR174392;MNXR175299;MNXR176730;MNXR176732;MNXR178104;MNXR178436;MNXR191812	1	23
ECDH10B_3753	2.6.1.66	MNXR105217;MNXR180447	1	2
ECDH10B_3756	1.1.1.130	MNXR107636;MNXR115231;MNXR97688	1	3
ECDH10B_3761	2.7.1.53	MNXR198165;MNXR198166;MNXR94909	1	3
ECDH10B_3762	4.1.1.85	MNXR100935	1	1
ECDH10B_3763	5.1.3.22	MNXR105224	1	1
ECDH10B_3764	5.1.3.4	MNXR103434	1	1
ECDH10B_3769	1.2.1.4	MNXR100060;MNXR106982;MNXR109317;MNXR109457;MNXR121833;MNXR130120;MNXR130274;MNXR131712;MNXR131713;MNXR132046;MNXR133375;MNXR135072;MNXR147011;MNXR147012;MNXR147013;MNXR165497;MNXR172245;MNXR175285;MNXR95750;MNXR95751;MNXR95754	1	21
ECDH10B_3770	1.1.1.1;1.1.1.103	MNXR100327;MNXR103402;MNXR103538;MNXR107392;MNXR107575;MNXR107794;MNXR108795;MNXR109409;MNXR109410;MNXR109504;MNXR110642;MNXR110652;MNXR110813;MNXR110840;MNXR111836;MNXR111858;MNXR111862;MNXR112092;MNXR113578;MNXR113664;MNXR114023;MNXR114099;MNXR114290;MNXR115960;MNXR116586;MNXR118582;MNXR121802;MNXR121806;MNXR122007;MNXR123748;MNXR129422;MNXR129432;MNXR129466;MNXR129497;MNXR129713;MNXR130002;MNXR130003;MNXR130004;MNXR130005;MNXR130006;MNXR130008;MNXR130009;MNXR130011;MNXR130012;MNXR130013;MNXR130014;MNXR130015;MNXR130016;MNXR130017;MNXR130018;MNXR130019;MNXR130020;MNXR130021;MNXR130023;MNXR130024;MNXR130026;MNXR130027;MNXR130028;MNXR130029;MNXR130030;MNXR130031;MNXR130057;MNXR130246;MNXR130247;MNXR130248;MNXR130249;MNXR130250;MNXR130469;MNXR130779;MNXR130936;MNXR130949;MNXR130950;MNXR130951;MNXR131477;MNXR131478;MNXR131479;MNXR131480;MNXR131481;MNXR131482;MNXR131484;MNXR131485;MNXR131486;MNXR131487;MNXR131488;MNXR132924;MNXR132940;MNXR133209;MNXR133210;MNXR133214;MNXR133301;MNXR133302;MNXR133303;MNXR133304;MNXR133305;MNXR133307;MNXR133398;MNXR133418;MNXR133532;MNXR133643;MNXR133666;MNXR133686;MNXR133703;MNXR133713;MNXR133715;MNXR133788;MNXR133789;MNXR133796;MNXR133804;MNXR133820;MNXR133829;MNXR133834;MNXR134137;MNXR134530;MNXR134531;MNXR135412;MNXR138038;MNXR146250;MNXR146257;MNXR146812;MNXR146992;MNXR146993;MNXR146994;MNXR146995;MNXR146996;MNXR146997;MNXR147581;MNXR147582;MNXR147597;MNXR147984;MNXR149871;MNXR151007;MNXR151516;MNXR151585;MNXR165427;MNXR165428;MNXR175272;MNXR176427;MNXR178102;MNXR180036;MNXR189056;MNXR189229;MNXR189842;MNXR192032;MNXR193473;MNXR195553;MNXR195659;MNXR195660;MNXR197289;MNXR197321;MNXR198676;MNXR94833;MNXR95708;MNXR95709;MNXR95712;MNXR95716;MNXR95718;MNXR95719;MNXR95722;MNXR95724;MNXR95725;MNXR95726;MNXR95727;MNXR95728;MNXR95729;MNXR95731;MNXR95754;MNXR95788;MNXR96362;MNXR96365;MNXR96697	2	170
ECDH10B_3780	2.7.1.197	MNXR107678;MNXR123925;MNXR185984	1	3
ECDH10B_3781	1.1.1.17	MNXR130278;MNXR191290	1	2
ECDH10B_3788	2.1.1.207	MNXR117199;MNXR117200;MNXR168265;MNXR168266	1	4
ECDH10B_3789	2.3.1.30	MNXR133177;MNXR133222;MNXR180460;MNXR188790;MNXR188826	1	5
ECDH10B_3790	1.1.1.94	MNXR115935;MNXR99876;MNXR99877	1	3
ECDH10B_3794	5.4.2.12	MNXR102547	1	1
ECDH10B_3798	1.1.1.103	MNXR103402;MNXR114290;MNXR118582;MNXR133214;MNXR133301;MNXR133302;MNXR133303;MNXR133304;MNXR133305;MNXR133307	1	10
ECDH10B_3799	2.3.1.29	MNXR131043;MNXR188139	1	2
ECDH10B_3801	5.1.3.20	MNXR179110;MNXR192676;MNXR192677	1	3
ECDH10B_3802	2.4.99.24	MNXR166549;MNXR198482;MNXR199113;MNXR199331;MNXR202030	1	5
ECDH10B_3803	2.4.99.23	MNXR100602;MNXR199112;MNXR199330;MNXR202029	1	4
ECDH10B_3804	2.4.99.26	MNXR118202;MNXR123247;MNXR193772;MNXR199356;MNXR199357;MNXR200605;MNXR200638	1	7
ECDH10B_3806	2.4.99.15	MNXR196592;MNXR196593;MNXR198051;MNXR198052;MNXR201993;MNXR201994	1	6
ECDH10B_3808	2.4.1.58	MNXR152307;MNXR152308;MNXR152309;MNXR174145;MNXR197557;MNXR197558;MNXR197559	1	7
ECDH10B_3809	2.4.1.73	MNXR152308;MNXR152310;MNXR152311;MNXR174148;MNXR197681;MNXR197682	1	6
ECDH10B_3812	2.7.1.235	MNXR197544;MNXR199090;MNXR199318;MNXR199332;MNXR202032;MNXR202033	1	6
ECDH10B_3814	2.4.99.25	MNXR197546;MNXR199114;MNXR199319;MNXR199333;MNXR202034;MNXR202035	1	6
ECDH10B_3815	2.4.99.12;2.4.99.13	MNXR145663;MNXR145666;MNXR145667;MNXR165088;MNXR165089;MNXR172382;MNXR193766;MNXR193767;MNXR193965;MNXR193966;MNXR197721;MNXR197722;MNXR197723;MNXR197724;MNXR199340;MNXR199341;MNXR200639;MNXR200642;MNXR200650;MNXR201000;MNXR201255	2	21
ECDH10B_3816	2.7.7.3	MNXR131702;MNXR190696	1	2
ECDH10B_3817	3.2.2.23;4.2.99.18	MNXR115422;MNXR115619;MNXR123145;MNXR132516;MNXR132517;MNXR132518;MNXR132519;MNXR132520;MNXR163941;MNXR164842;MNXR174399;MNXR175223;MNXR177639;MNXR177640;MNXR183855;MNXR184961;MNXR192999;MNXR193004;MNXR194631	2	19
ECDH10B_3821	4.1.1.36;6.3.2.5	MNXR103098;MNXR103120;MNXR134420;MNXR134421;MNXR134422;MNXR188694;MNXR188696	2	7
ECDH10B_3824	2.4.2.10	MNXR129515;MNXR129521;MNXR129546;MNXR129547;MNXR130421;MNXR180515;MNXR188600;MNXR198519;MNXR198593;MNXR198594;MNXR198595	1	11
ECDH10B_3829	6.5.1.2	MNXR115854;MNXR145756;MNXR173101;MNXR175415;MNXR184789	1	5
ECDH10B_3830	2.7.4.8	MNXR133760;MNXR134071;MNXR134131;MNXR153326;MNXR172461;MNXR172462;MNXR188119;MNXR188121;MNXR188974;MNXR190581;MNXR200958;MNXR95450	1	12
ECDH10B_3831	2.7.7.6	MNXR135052;MNXR135057;MNXR135058;MNXR135059;MNXR135060;MNXR166137;MNXR175413	1	7
ECDH10B_3833	2.1.1.34	MNXR115041;MNXR135198;MNXR147910;MNXR147911;MNXR166067;MNXR172285	1	6
ECDH10B_3834	5.6.2.4	MNXR116728;MNXR153054	1	2
ECDH10B_3838	3.2.1.177	MNXR117529;MNXR132790;MNXR132791;MNXR172405;MNXR172406;MNXR172407;MNXR172529;MNXR172530;MNXR172531;MNXR176406;MNXR177666;MNXR191812;MNXR192194	1	13
ECDH10B_3848	3.5.4.2	MNXR135473;MNXR152871	1	2
ECDH10B_3851	2.7.13.3	MNXR115210;MNXR172198;MNXR174200;MNXR194965;MNXR195082	1	5
ECDH10B_3853	2.2.1.6	MNXR102428;MNXR132879;MNXR146819;MNXR151559;MNXR151587;MNXR190694	1	6
ECDH10B_3854	2.2.1.6	MNXR102428;MNXR132879;MNXR146819;MNXR151559;MNXR151587;MNXR190694	1	6
ECDH10B_3878	4.2.1.6	MNXR186558;MNXR99957	1	2
ECDH10B_3879	4.1.2.21	MNXR153318;MNXR153319	1	2
ECDH10B_3880	2.7.1.58	MNXR97213	1	1
ECDH10B_3883	3.1.3.23	MNXR105353;MNXR106695;MNXR107343;MNXR134140;MNXR134141;MNXR134143;MNXR144492;MNXR145650;MNXR150328;MNXR192379;MNXR198578;MNXR198782;MNXR198839	1	13
ECDH10B_3890	3.1.26.5	MNXR115279;MNXR123296;MNXR132220;MNXR174271;MNXR177730;MNXR187165	1	6
ECDH10B_3895	4.1.99.1	MNXR114399;MNXR114400;MNXR119460;MNXR133249;MNXR133250;MNXR133251;MNXR133252;MNXR146410;MNXR146590;MNXR147142;MNXR96994	1	11
ECDH10B_3900	1.6.5.2	MNXR101871;MNXR101872;MNXR101876;MNXR101891;MNXR101893;MNXR104922;MNXR104923;MNXR108322;MNXR108448;MNXR109419;MNXR110590;MNXR111019;MNXR111020;MNXR114364;MNXR116079;MNXR116093;MNXR117479;MNXR129914;MNXR130303;MNXR132869;MNXR133773;MNXR134078;MNXR135020;MNXR136518;MNXR143496;MNXR144432;MNXR144731;MNXR144762;MNXR145759;MNXR145766;MNXR168816;MNXR168817;MNXR172482;MNXR172827;MNXR172829;MNXR173518;MNXR175606;MNXR182018;MNXR182019;MNXR182020;MNXR182021;MNXR182022;MNXR182023;MNXR182024;MNXR182025;MNXR182026;MNXR182027;MNXR182028;MNXR182029;MNXR182030;MNXR182031;MNXR182032;MNXR182033;MNXR182034;MNXR182035;MNXR182036;MNXR182037;MNXR182038;MNXR182039;MNXR182040;MNXR182041;MNXR182042;MNXR182043;MNXR182044;MNXR182045;MNXR182046;MNXR182047;MNXR182048;MNXR182049;MNXR182050;MNXR182051;MNXR182052;MNXR182053;MNXR182054;MNXR182055;MNXR182056;MNXR182057;MNXR182058;MNXR182059;MNXR182060;MNXR182061;MNXR182062;MNXR182063;MNXR182064;MNXR182065;MNXR182066;MNXR182067;MNXR182068;MNXR182069;MNXR182070;MNXR182071;MNXR182072;MNXR182073;MNXR182074;MNXR182075;MNXR182076;MNXR182077;MNXR182078;MNXR182079;MNXR182080;MNXR182081;MNXR182082;MNXR182083;MNXR182084;MNXR182085;MNXR182086;MNXR182087;MNXR182418;MNXR182419;MNXR187559;MNXR193930;MNXR193949;MNXR194838;MNXR194839;MNXR194840;MNXR195032;MNXR195033	1	117
ECDH10B_3908	3.2.1.86	MNXR109344;MNXR109345;MNXR123355;MNXR123360;MNXR131819;MNXR131820;MNXR131821;MNXR132991;MNXR132992;MNXR133846;MNXR133985;MNXR134032;MNXR135470;MNXR151153;MNXR151156;MNXR173123;MNXR190480;MNXR190490	1	18
ECDH10B_3912	7.3.2.1	MNXR102870;MNXR193821	1	2
ECDH10B_3917	2.3.1.157;2.7.7.23	MNXR106519;MNXR146650;MNXR146658;MNXR146678;MNXR152165;MNXR152166;MNXR153672;MNXR180153;MNXR188949;MNXR195827;MNXR195828	2	11
ECDH10B_3919	7.1.2.2	MNXR153054;MNXR153059	1	2
ECDH10B_3921	7.1.2.2	MNXR153054;MNXR153059	1	2
ECDH10B_3927	2.1.1.170	MNXR117025;MNXR168212	1	2
ECDH10B_3932	6.3.1.1	MNXR96060	1	1
ECDH10B_3936	5.4.99.62	MNXR119558;MNXR150194	1	2
ECDH10B_3937	7.5.2.7	MNXR165370	1	1
ECDH10B_3940	2.7.1.15	MNXR115802;MNXR126494;MNXR130507;MNXR146237;MNXR151492;MNXR175722;MNXR179395;MNXR182121;MNXR189840;MNXR194932;MNXR198113	1	11
ECDH10B_3958	2.2.1.6	MNXR102428;MNXR132879;MNXR146819;MNXR151559;MNXR151587;MNXR190694	1	6
ECDH10B_3959	2.6.1.42	MNXR103594;MNXR105000;MNXR107369;MNXR126234;MNXR131405;MNXR131406;MNXR131407;MNXR132981;MNXR146599;MNXR180445;MNXR192556;MNXR192685;MNXR198610;MNXR198611;MNXR96230	1	15
ECDH10B_3961	4.3.1.19	MNXR104714;MNXR114398;MNXR146410;MNXR149436;MNXR149437;MNXR196419	1	6
ECDH10B_3963	1.1.1.86	MNXR100336;MNXR100904;MNXR114227;MNXR118266;MNXR132221;MNXR133854;MNXR145320;MNXR145322;MNXR173045;MNXR180444;MNXR180446;MNXR188295;MNXR188296;MNXR188297;MNXR191835;MNXR191966;MNXR194831;MNXR97779	1	18
ECDH10B_3964	5.2.1.8	MNXR131225;MNXR148629;MNXR195148	1	3
ECDH10B_3967	5.6.2.4	MNXR116728;MNXR153054	1	2
ECDH10B_3968	3.6.1.40	MNXR100099	1	1
ECDH10B_3969	3.6.4.13	MNXR102042;MNXR132663;MNXR153054;MNXR153055;MNXR188499;MNXR188537;MNXR195117	1	7
ECDH10B_3973	2.7.8.33	MNXR152763;MNXR196226;MNXR196227;MNXR199040	1	4
